"frame","x [nm]","y [nm]","intensity [photon]"
7,15829.691,5839.602,23075.908
7,20444.957,11162.182,30461.427
7,26224.207,14204.017,5802.263
7,28231.053,1074.217,40301.078
7,28793.561,12083.386,22269.56
8,2752.191,2706.199,106676.1
8,5489.642,6539.16,57284.821
8,9477.345,2505.232,22867.71
8,13278.257,9464.24,41223.142
8,15966.376,5793.372,119550.618
8,20432.69,10711.108,37208.33
8,20884.625,4387.286,18799.326
8,28104.193,2624.073,13766.531
8,29287.628,10771.228,32073.675
8,31057.316,8904.001,50214.695
8,37275.204,3845.063,3096.859
9,2616.554,11530.37,509559.975
9,2925.043,2909.961,137076.886
9,5566.44,6214.515,193175.43
9,9519.184,2672.263,17881.341
9,11127.777,2745.366,36528.417
9,13149.748,9533.472,64853.048
9,14758.918,7419.356,77934.181
9,15768.064,5615.553,26176.824
9,20003.599,10621.423,33685.735
9,20881.863,4095.672,155078.164
9,24379.49,11210.714,25398.76
9,26560.559,14887.925,72677.915
9,27948.156,2625.512,20722.825
9,28618.275,10732.366,107505.401
9,31225.526,8715.713,76769.489
9,37048.221,3689.981,14529.53
10,2432.642,11379.699,343542.529
10,3058.831,3179.267,275180.873
10,11347.56,2816.484,48495.789
10,13699.61,9576.17,71156.7
10,14508.088,7794.247,34391.194
10,20016.011,10817.523,42001.953
10,21053.086,3745.012,31002.835
10,26645.178,6798.667,23603.806
10,28971.464,10628.363,41896.835
10,31997.635,9301.351,119916.975
10,37261.273,3755.22,21516.813
11,2486.563,10879.164,37083.056
11,3156.874,3762.27,103651.778
11,5861.872,5396.774,34574.854
11,11119.035,11030.113,27600.196
11,11250.448,3037.381,29144.403
11,13723.997,9771.163,30008.065
11,14183.009,13498.837,20606.117
11,16053.397,5584.439,38496.891
11,20079.881,10524.132,48028.938
11,21708.219,4119.092,95354.697
11,24376.928,11438.439,238449.267
11,26427.247,6724.957,23695.131
11,28422.846,2921.632,97738.884
11,28716.655,828.921,6951.317
11,29055.829,11043.91,7658.766
11,29151.475,7391.741,22704.344
11,31816.683,9478.363,151719.328
11,38127.851,4014.784,18656.733
12,2593.635,10840.831,359763.093
12,3640.455,3867.085,171393.017
12,8006.568,7213.886,16473.651
12,10942.147,10811.911,18687.027
12,11055.08,3193.26,31792.168
12,13750.231,9704.566,35374.114
12,15878.022,5582.07,38913.672
12,17745.472,1397.718,8881.503
12,20156.617,10642.267,26000.985
12,21224.057,4107.345,29784.924
12,24142.443,14818.124,37662.483
12,25648.562,6557.838,22986.345
12,28163.448,1406.64,3120.09
12,28540.07,2665.405,164647.018
12,28696.505,6724.644,22792.248
12,29234.723,10444.418,19889.883
12,31353.591,9721.714,12782.335
12,35694.9,10303.697,18325.087
13,3551.04,3427.029,161606.309
13,4190.488,12387.709,446254.006
13,8290.97,7391.111,19558.787
13,10686.298,10945.575,41040.347
13,11242.762,3343.225,102939.663
13,15712.483,5569.315,42698.88
13,16758.053,12915.826,4061.448
13,17709.919,1610.54,128167.356
13,18679.75,3405.522,48805.097
13,20337.598,12730.194,9059.209
13,24157.542,15027.936,2820.453
13,26471.338,6533.031,26050.282
13,27506.599,9493.978,21698.306
13,28903.029,10152.417,22552.701
13,29031.654,7028.769,32688.781
13,29242.663,1301.574,16839.29
13,31886.453,10227.828,285615.218
14,3120.443,3318.276,282163.873
14,4248.946,12094.137,236845.519
14,5593.991,4734.697,73960.832
14,8397.885,7501.861,15427.574
14,11270.755,3179.697,26382.351
14,11522.634,11331.341,21674.423
14,14224.224,13516.752,3882.342
14,17617.831,12484.732,20958.957
14,17893.467,1934.537,49429.813
14,18922.648,3171.218,63848.025
14,19673.768,1147.671,8072.09
14,19916.166,10816.88,2429.723
14,21214.143,12788.557,8702.14
14,25744.424,6544.374,34640.857
14,26437.462,14932.175,128663.399
14,28316.144,9194.795,11529.362
14,28448.368,2642.268,28964.176
14,29529.508,9802.466,21263.766
14,31227.129,1010.188,18670.687
14,31476.518,10146.16,101874.812
14,35586.325,14140.582,9460.661
14,35746.281,1244.339,16005.108
14,35827.404,11053.146,9453.104
15,1441.246,4205.05,43063.348
15,3273.039,3204.183,305874.036
15,4430.373,11531.629,74213.248
15,5311.825,4561.548,56288.822
15,8674.932,7662.804,32789.867
15,13559.571,10464.266,53731.791
15,14280.257,13577.412,8548.807
15,15939.151,5450.431,25725.315
15,17130.848,12954.526,24503.001
15,18139.008,1915.725,64814.135
15,19126.477,3172.977,63459.475
15,26607.294,14585.16,303671.652
15,28875.608,2486.156,24124.53
15,31097.432,10130.547,115939.675
15,31162.141,1268.125,126633.935
15,35494.265,922.399,17701.271
15,35483.533,13733.111,30423.86
16,1584.805,4331.429,213893.206
16,3332.078,3523.696,282514.178
16,4334.477,10980.33,24474.809
16,5301.516,4556.5,368200.041
16,8757.074,7998.129,26172.965
16,9830.232,10706.303,43355.626
16,13486.684,10708.848,55235.963
16,15679.548,5620.378,8582.328
16,18028.312,1831.061,67120.551
16,19103.27,3167.403,287319.619
16,19771.686,1364.963,36752.627
16,26568.718,14428.069,269458.296
16,28718.704,2726.056,25834.097
16,28721.099,1154.865,56626.879
16,30034.535,9072.795,17688.112
16,31362.934,10226.548,119898.254
16,33766.268,3766.785,24420.91
16,35288.262,13839.926,20281.264
16,36231.912,1176.416,45841.628
16,36385.238,6773.487,5825.294
17,1681.534,3915.898,326580.489
17,3540.993,3410.636,136472.197
17,4024.693,10298.712,50468.91
17,4773.131,4501.356,4498.49
17,6882.452,12288.207,31732.966
17,8834.528,8387.23,18616.406
17,12975.852,10382.988,179739.962
17,16505.285,974.35,41025.724
17,17068.461,12629.028,2563.621
17,18182.528,1886.889,59871.586
17,19206.57,3250.488,60762.545
17,19478.904,11380.544,28613.59
17,19680.071,1538.26,118429.215
17,20328.07,13188.52,14258.396
17,25444.41,6564.951,30246.102
17,26529.034,14424.068,64983.312
17,28619.549,2471.745,38229.151
17,29137.373,954.203,72228.867
17,30973.82,10524.877,66620.829
17,31256.872,935.718,294421.287
17,33581.116,3424.691,25139.28
17,36685.056,1608.95,32039.474
18,830.624,1210.824,13574.95
18,3084.769,15192.921,347645.05
18,3329.121,3126.078,135480.091
18,4186.066,4449.316,53689.778
18,6734.046,12247.938,37375.532
18,9075.838,8173.977,36614.532
18,13739.026,12733.343,57580.71
18,14214.694,11145.445,86180.376
18,15593.44,5395.48,39323.315
18,16441.137,13377.343,20968.766
18,18129.731,2051.929,44898.97
18,19201.842,3585.411,35725.376
18,19427.806,1529.803,2656.098
18,26054.371,6887.864,310408.015
18,26790.766,14351.698,300651.063
18,27568.828,1458.713,23153.578
18,28800.296,2371.758,40226.897
18,29815.676,1400.208,42100.15
18,30624.306,10442.88,304478.171
18,33391.101,3452.762,17279.318
18,37430.226,2341.381,24473.1
19,3728.429,3280.588,173897.567
19,6854.19,12551.618,9753.779
19,9114.576,8157.096,28202.613
19,9831.017,10863.5,18506.052
19,15750.718,5286.143,44599.799
19,16189.006,13010.485,14515.738
19,18046.742,1952.019,61968.8
19,19338.468,11573.285,26193.149
19,19401.419,1693.878,91007.331
19,21698.385,2691.188,8769.536
19,26769.706,14078.963,395706.179
19,27567.383,1612.346,7941.669
19,28785.939,2286.279,29730.891
19,30141.727,1077.754,20542.257
19,30624.912,9930.327,307844.355
19,36850.515,1939.631,16372.592
20,3680.704,3513.511,120072.53
20,4398.402,9949.917,49897.237
20,6665.763,12217.585,9918.109
20,9023.101,8126.708,27886.028
20,9714.909,10803.201,49116.691
20,14152.198,11639.558,20025.917
20,14195.838,13365.99,12396.804
20,15787.509,5085.887,41578.582
20,18281.31,1845.995,52682.794
20,19615.014,1714.323,28549.73
20,22871.911,1408.252,232896.459
20,27528.804,1894.621,3200.662
20,28778.503,2478.581,32729.486
20,30340.567,1043.398,31323.357
20,31847.874,3551.776,3154.201
20,32411.469,893.444,122083.448
20,37756.166,10161.57,18635.33
21,2139.576,4010.294,694759.811
21,3838.028,3885.157,223304.226
21,4449.919,9788.45,55340.547
21,8790.954,10817.731,29970.268
21,8895.461,8200.305,31249.663
21,16049.366,5305.557,49130.848
21,17992.334,1632.998,63979.815
21,21342.715,2592.401,32297.805
21,22888.834,1475.011,342457.89
21,26347.947,14231.322,24543.495
21,28820.901,2480.745,32365.309
21,30594.483,1399.457,243875.17
21,31847.149,3554.912,16464.274
22,3389.877,6488.477,20155.323
22,4169.392,4146.98,53658.512
22,4516.533,10061.894,98314.817
22,5943.2,14414.597,352525.058
22,8431.191,10976.064,21705.313
22,9243.701,8153.883,31105.539
22,16155.038,5307.755,55154.906
22,17917.58,1235.908,104687.454
22,19639.876,1369.749,192105.393
22,21407.972,2483.916,50930.316
22,23018.272,1400.082,189441.882
22,26667.705,14392.534,23201.165
22,27876.102,2164.764,36506.493
22,28891.709,7695.363,31513.215
22,31254.462,8305.922,14336.387
22,32089.256,3531.026,23869.195
22,36975.82,10544.67,38179.469
23,4027.63,3585.082,156419.181
23,4781.434,9313.724,85772.713
23,6538.324,14804.257,107030.968
23,8895.767,10992.171,21255.964
23,9383.733,7924.632,24856.246
23,13662.794,12268.329,16386.998
23,16206.723,5304.54,31957.291
23,18083.631,1163.913,49297.599
23,21080.61,2389.857,40751.636
23,22971.112,1419.323,190724.026
23,26688.174,14883.782,19643.583
23,27984.548,2065.02,468942.022
23,30869.575,8035.361,34649.741
23,31045.845,992.585,37618.33
23,32266.548,3451.307,19021.368
23,37155.865,9877.273,25653.082
24,3916.987,3552.182,162169.922
24,4290.38,4831.216,52821.191
24,6559.953,14574.037,389060.388
24,8447.464,11538.744,26463.924
24,9743.308,7787.744,25745.067
24,13673.005,12128.91,33132.364
24,14551.846,13324.065,15588.157
24,17350.144,10962.275,20632.923
24,18098.546,1192.392,65642.763
24,21040.186,2382.035,42720.976
24,23119.134,1317.455,415324.821
24,25261.766,1989.829,4380.265
24,27320.862,14291.877,22789.805
24,28638.053,1979.154,2251.376
24,29846.56,7884.871,27121.697
24,32017.837,1041.915,91942.394
24,37973.64,9644.968,33751.731
24,38304.22,1998.883,151764.233
25,2429.931,6342.974,20656.291
25,3201.828,4120.611,109909.004
25,4296.752,3496.836,169272.775
25,4633.633,5229.446,27974.916
25,6111.399,10550.58,117926.191
25,6595.888,14550.9,414142.105
25,9826.676,8320.22,37497.069
25,13923.942,12253.533,48823.79
25,14702.558,13467.572,49326.476
25,15407.456,11644.758,28399.097
25,17493.035,10731.299,16488.75
25,18250.76,1232.632,64563.674
25,21281.352,2007.453,4438.611
25,23439.445,1635.235,177868.974
25,27877.437,14476.694,357602.448
25,29657.865,7663.091,351722.647
25,30224.104,10875.907,19065.797
25,30762.282,7790.123,12252.284
25,37884.525,9753.65,27360.413
26,2819.602,9904.33,9007.929
26,4403.966,5062.215,8879.029
26,4614.39,3176.899,142915.389
26,5661.234,12424.012,20167.825
26,6532.539,13525.623,183029.011
26,9724.018,8018.869,30098.38
26,14960.612,13583.112,19893.395
26,15072.897,11323.807,14828.079
26,15932.709,5261.62,343936.627
26,21051.559,2226.868,35346.151
26,23492.372,985.147,187150.765
26,28077.595,14856.258,128841.787
26,28697.662,2042.14,111294.275
26,29842.462,7485.269,25742.117
26,30903.547,7523.223,20071.069
26,38035.002,9750.432,10799.87
27,4362.916,5376.694,7254.928
27,4540.07,2699.603,99347.823
27,6803.807,13745.522,730947.599
27,9724.859,8303.584,26033.274
27,12973.841,13301.301,571120.103
27,14904.896,13600.034,15786.979
27,15315.285,11664.156,35578.985
27,15750.192,5256.702,201247.705
27,16477.612,9714.957,20025.43
27,16597.129,965.272,142032.073
27,19807.892,1534.939,66210.115
27,23266.178,932.614,218571.605
27,28223.101,14378.039,143257.305
27,28500.565,2201.405,31770.775
27,30001.567,6450.178,204737.775
27,32156.754,802.469,89378.944
28,1765.655,1471.516,21839.436
28,4122.887,3069.55,461830.828
28,4147.535,5873.667,192727.206
28,7296.273,13354.685,403293.566
28,9642.73,8401.063,22477.958
28,14857.422,11511.816,75909.573
28,14906.814,13576.65,3752.487
28,16363.548,9207.591,51741.903
28,16488.14,1109.241,112242.785
28,20876.234,1894.901,23809.371
28,23609.285,802.603,176005.292
28,27482.237,6630.536,152788.404
28,28169.413,13797.773,104200.659
28,28429.904,2062.77,87605.979
28,30457.697,10564.687,19884.237
28,30950.756,6416.798,2504.169
28,32317.816,837.922,75279.514
28,36496.323,12288.709,11791.962
29,2722.551,15160.721,539674.047
29,4018.232,6497.573,36170.731
29,4095.469,3112.296,253727.701
29,5201.619,13597.331,24024.779
29,9669.786,8190.521,6476.292
29,14863.271,11612.097,26059.92
29,14820.358,13467.205,16871.485
29,16727.817,8943.759,66655.612
29,16890.089,892.05,190126.17
29,21006.064,2042.119,31968.113
29,22356.959,7710.932,42757.714
29,28127.662,13749.085,115526.213
29,28463.768,2269.65,24455.648
29,38481.21,10380.802,15633.485
30,1524.408,8191.401,25012.668
30,2703.65,15059.29,426712.135
30,4211.622,6607.708,42175.812
30,4373.015,2887.131,292827.719
30,5667.537,15154.662,16185.648
30,9749.48,8124.317,65570.973
30,13559.7,11751.39,77629.449
30,14776.792,11241.102,20314.695
30,14803.674,13640.932,13615.28
30,15691.458,12207.464,20464.596
30,15833.782,9346.838,46251.337
30,17167.446,866.267,180540.227
30,20695.828,1247.867,26846.085
30,22402.004,7524.25,75397.647
30,24601.115,12539.748,309318.183
30,28315.444,2049.257,46626.732
30,28251.386,13822.226,112324.768
30,34005.64,6442.701,210936.794
30,38508.897,10181.721,24792.814
31,1570.279,8937.89,38414.847
31,2499.623,13690.414,59069.619
31,4003.512,6293.817,50632.584
31,4460.342,2272.085,166748.954
31,5166.756,12694.345,35602.092
31,9944.821,8182.203,38762.498
31,14951.593,13545.436,10623.101
31,15663.655,8874.288,42559.372
31,15938.46,12135.384,17206.236
31,17382.687,1077.828,193784.47
31,20087.289,1250.053,30508.794
31,22232.305,7188.581,73221.651
31,24653.171,12781.823,155291.361
31,28149.729,14183.717,79952.115
31,28262.699,1990.312,87068.978
31,31032.121,9490.589,109280.893
31,31957.223,882.753,50513.51
32,2701.668,11317.038,83363.69
32,2644.059,13331.233,41004.634
32,4179.199,6551.322,5431.793
32,4447.46,13097.836,23041.072
32,4587.729,2512.492,200781.753
32,9991.671,10593.182,5164.719
32,10190.181,8122.899,18375.019
32,14931.863,13658.442,16799.66
32,15425.094,4859.279,227639.722
32,16013.563,12342.372,20148.001
32,17579.112,12914.791,9033.922
32,17734.105,1192.308,66718.981
32,19425.645,1659.755,13519.963
32,25121.375,12659.544,124357.903
32,27810.527,13658.604,382439.404
32,28223.637,1715.169,76951.342
32,31880.22,1007.457,115541.85
32,31896.554,12245.658,20562.6
32,32318.07,2493.355,166356.499
32,34984.65,7045.767,3816.269
33,1963.849,12963.224,29807.957
33,2519.027,11470.106,109090.551
33,3437.438,15154.701,375884.423
33,4279.175,13686.26,11072.13
33,4414.147,2272.79,301654.602
33,9422.211,2042.722,29936.233
33,10421.215,7877.064,24419.315
33,14155.155,11371.104,59927.23
33,15539.935,4928.8,48930.678
33,17686.865,13036.466,131878.793
33,17774.263,1424.521,78008.304
33,19374.547,2186.568,13129.286
33,24793.494,12899.928,87339.383
33,27494.413,13481.736,457973.745
33,27863.849,1808.321,279246.693
33,32075.175,2715.386,114958.521
34,1093.342,897.714,89028.363
34,1348.312,12555.969,205265.633
34,2747.227,11639.217,89289.896
34,3475.749,13159.33,10497.2
34,3813.87,15084.467,209235.005
34,4462.695,2841.616,188987.548
34,7234.486,12908.694,15709.329
34,9221.986,2204.382,32041.31
34,9705.535,11259.491,221861.815
34,10606.685,7889.309,32418.391
34,14068.159,6776.287,172384.176
34,14131.782,11576.974,504891.979
34,15646.434,4774.104,50823.367
34,16511.023,12467.456,53943.614
34,17618.323,13494.8,20969.147
34,18036.088,1464.425,78445.463
34,19846.411,2473.902,98196.69
34,24931.529,13202.026,85252.047
34,27010.632,12809.405,184488.696
34,31191.484,9463.285,75341.88
34,31913.183,2693.32,101263.589
35,871.131,3663.031,20650.013
35,1252.977,1269.828,52832.741
35,1705.799,12817.995,35310.562
35,2631.05,11195.601,367408.4
35,3476.497,12885.791,21723.224
35,4218.368,6580.989,20458.824
35,4223.512,15034.933,210468.745
35,4746.595,2556.246,245974.511
35,7304.339,12729.593,18326.877
35,9304.935,2478.212,8151.023
35,9914.7,10285.749,6608.195
35,10669.518,8043.112,16921.932
35,14529.886,6397.882,131480.227
35,15587.123,4755.169,62683.009
35,16365.803,12381.448,19714.524
35,18191.412,1221.378,156886.888
35,25358.207,13351.198,248387.73
35,27510.128,12123.504,119461.342
35,30051.139,6231.603,15001.734
35,31247.992,9617.41,101451.853
35,31560.423,12352.738,13875.484
35,32159.369,2912.768,164246.887
35,32746.258,1180.054,85078.406
35,38070.523,1629.583,15703.563
36,4094.885,14720.57,192678.288
36,4196.801,6517.917,48815.902
36,5024.925,2250.031,300444.461
36,6912.388,12751.695,11141.697
36,9152.221,2745.435,38756.917
36,9473.527,11413.726,60601.706
36,9861.432,10290.085,24467.507
36,10844.246,7905.039,8178.049
36,14217.987,11699.864,358792.861
36,15579.941,4750.432,257412.318
36,25535.581,13151.959,97056.453
36,27629.83,12477.291,75300.475
36,27980.829,2000.074,2593.54
36,31153.507,10050.931,96082.277
36,31992.28,11775.508,16548.507
36,32847.499,2516.067,156282.767
36,32940.468,1141.694,83040.137
36,37447.192,1603.408,31283.499
37,3044.502,12128.356,111347.792
37,4024.257,6442.988,34226.361
37,4231.049,14322.349,174737.495
37,4587.047,1606.292,283489.485
37,7030.523,12599.144,6370.554
37,9426.4,2871.69,50782.325
37,10908.771,7971.135,30674.341
37,15572.134,4723.085,1278.65
37,27922.696,1763.399,2715.478
37,28249.633,12571.654,115497.989
37,30805.744,10446.423,111559.263
37,31769.455,12768.308,15291.015
37,32452.353,931.171,223021.017
37,33069.415,2541.454,101048.083
37,34884.099,7519.985,10731.107
38,1616.58,11766.158,84443.001
38,3929.848,14820.387,916305.16
38,4286.631,7030.898,48486.69
38,4905.079,1552.076,413701.828
38,7339.839,12576.482,18319.31
38,9678.734,2909.172,411056.145
38,10854.034,7543.819,23143.17
38,14318.349,12491.836,2797.204
38,18863.192,3408.507,157953.471
38,25502.903,12502.578,44120.075
38,28173.274,12754.049,124203.466
38,31384.032,10692.695,101879.546
38,31799.413,12020.36,157924.366
38,33435.028,2421.344,59551.17
39,1903.367,11877.457,96789.746
39,5129.074,1907.213,258954.723
39,7233.004,12423.058,17913.259
39,7296.768,14918.553,41578.308
39,10740.806,7739.56,24326.25
39,17546.553,13884.212,34570.851
39,18208.221,2920.698,27970.732
39,25891.341,12410.97,72738.155
39,27573.055,13244.447,63479.56
39,30694.904,5765.58,124943.238
39,31982.392,10316.118,103017.662
39,32083.475,12737.83,194183.539
39,32093.281,4579.567,24385.314
39,33202.492,2613.492,1619.745
39,33996.163,7102.127,16959.487
40,1349.181,12472.769,30844.973
40,2535.752,11487.594,71320.197
40,4763.236,2206.099,307108.546
40,4771.122,14391.58,24325.13
40,4863.347,7389.114,86066.012
40,7260.413,12143.158,6852.807
40,7533.063,14778.676,555330.592
40,8550.688,5596.88,19412.376
40,9813.811,2672.052,203169.357
40,11015.652,7531.565,29544.421
40,14385.803,11899.789,57517.041
40,17921.45,3025.843,45654.579
40,24220.735,2118.182,13602.981
40,26205.305,12555.967,43332.676
40,27587.951,13731.448,103547.406
40,30300.91,5505.729,14938.398
40,31600.17,9978.844,304261.798
40,31681.541,12133.045,40323.14
40,32118.504,4744.289,30929.914
40,32427.399,887.605,42888.951
40,32792.44,2668.518,73628.335
40,33366.184,6978.536,14448.931
41,2188.563,3358.238,12863.005
41,2768.871,11097.477,420717.129
41,4576.157,2025.302,626659.895
41,5027.344,13977.79,73202.251
41,7192.922,14627.464,146794.055
41,7271.127,12143.153,122584.111
41,8359.252,4813.693,14477.345
41,9683.218,2873.576,31859.246
41,11145.501,7212.015,33572.461
41,13584.382,12314.331,47193.259
41,14589.766,14211.467,11293.91
41,15525.846,6845.011,537122.547
41,17611.517,2383.939,39863.77
41,20872.764,1390.121,39926.311
41,25668.68,12336.329,32707.474
41,28222.365,13992.44,68923.758
41,31362.676,10476.147,407256.737
41,32409.357,4964.518,27086.671
41,34109.399,14291.783,11855.102
42,793.76,12058.194,44168.154
42,2060.446,3549.682,54159.409
42,2657.175,9500.945,26597.198
42,4104.552,4581.925,5285.809
42,4714.492,14828.221,56862.111
42,4855.673,2419.23,749920.474
42,7016.813,14923.583,193259.812
42,9554.319,3974.877,238036.532
42,9707.746,2948.83,32933.17
42,11185.244,7207.214,21331.365
42,11292.992,1275.047,403068.809
42,15211.683,4307.791,4516.213
42,17391.395,920.373,47745.324
42,18063.885,14004.11,16955.557
42,20841.944,1473.841,34979.886
42,24071.004,2785.676,17308.227
42,28026.324,2232.887,38565.992
42,28481.777,13435.771,27191.899
42,31080.56,10304.252,6737.298
42,31531.065,5158.892,32907.344
42,32003.998,10508.601,3810.595
42,32794.021,2864.829,9355.253
42,33756.325,14081.983,11004.37
43,1082.91,11603.264,37941.952
43,2034.853,4153.725,57683.707
43,2480.668,11086.305,16521.945
43,4147.297,2452.482,368292.36
43,4826.217,14774.571,52982.131
43,6860.059,14737.277,275707.722
43,9439.156,3751.658,29663.265
43,9785.04,2768.978,35775.996
43,11194.074,7095.301,26424.923
43,11352.684,881.803,63530.032
43,15473.405,7261.814,436547.376
43,20246.025,2333.267,31238.35
43,20437.142,1346.014,205831.049
43,27964.66,2151.711,36287.843
43,28571.763,13453.987,277536.014
43,31299.684,5416.541,27000.998
43,31358.45,10276.691,167002.096
43,31946.129,2049.876,12216.572
43,33973.182,13917.474,29623.149
44,1155.095,11522.842,49189.823
44,3130.363,11848.261,18720.669
44,3957.788,2430.723,316728.261
44,4998.806,14699.949,62235.592
44,6330.67,6983.865,39354.82
44,6502.199,14786.529,10085.059
44,9640.735,2828.529,33998.346
44,9639.579,3938.889,25839.488
44,11051.941,6883.874,32561.702
44,20714.764,1410.884,35697.905
44,27947.145,2411.503,237354.798
44,28597.402,13302.095,219596.788
44,30854.434,10925.516,149392.393
44,38216.475,2274.484,29584.306
45,3269.557,11827.795,18721.487
45,3754.309,2195.579,314878.588
45,6313.599,7240.259,40272.178
45,6525.341,14867.317,132071.387
45,7375.87,11848.954,24713.874
45,9502.963,4139.185,17651.172
45,9744.386,2521.746,36095.177
45,11186.57,6784.324,173695.977
45,16237.487,7784.618,11059.635
45,18565.632,897.705,14620.655
45,19815.771,2966.57,32004.699
45,20714.489,1705.067,43395.756
45,23107.084,6046.389,7499.004
45,28313.849,2384.977,64715.843
45,29960.553,9260.622,20676.482
45,30912.476,2985.917,6936.271
45,38406.111,2209.292,50120.727
46,2582.005,12034.394,8176.234
46,3622.768,2442.905,146733.885
46,5802.612,14023.25,12078.919
46,7594.017,11449.768,6697.333
46,9408.033,2945.931,48933.975
46,9475.471,4304.175,11130.565
46,14864.078,13699.66,8457.4
46,16377.01,7792.538,8019.086
46,18263.269,13976.807,16158.672
46,19770.504,2798.961,18463.54
46,20498.97,1540.054,70083.159
46,22766.684,5940.006,79664.175
46,23680.337,3605.09,17540.442
46,30857.274,10982.104,196633.368
46,32798.908,6833.851,18736.111
46,34805.887,5673.242,9440.44
47,2960.122,12723.879,16738.372
47,3998.838,2690.104,256612.772
47,6099.251,7342.818,166297.977
47,6245.324,13699.58,47193.533
47,9455.462,3232.081,245840.959
47,14524.396,13847.701,22394.343
47,20515.001,1465.198,8103.479
47,22251.553,6006.801,62325.029
47,23319.044,3429.325,22437.518
47,27529.44,13685.536,7273.735
47,31910.975,3110.446,3382.908
47,32792.229,6748.998,34476.191
47,35209.662,7256.84,6664.997
48,1905.748,11243.865,26667.775
48,2312.582,12964.803,19149.95
48,2463.719,3925.343,28967.513
48,3687.358,2850.471,311427.496
48,4823.562,14349.992,38626.792
48,6821.281,7194.488,48168.446
48,7632.115,12057.21,14067.488
48,8459.414,3990.616,48964.16
48,9653.674,3186.943,41902.937
48,13382.685,11600.075,27145.969
48,14276.651,13934.162,9474.574
48,20623.937,2530.107,177125.065
48,22108.803,5952.992,150141.394
48,22736.07,3481.706,14699.677
48,30764.588,5511.936,19659.686
48,31884.534,3306.404,46043.789
48,33082.079,7114.795,28563.665
49,1827.827,11194.271,41196.918
49,3570.288,10121.573,47453.155
49,3750.36,3111.349,367462.47
49,4799.846,14765.369,670876.022
49,6489.422,13776.901,59774.188
49,7165.923,15182.756,60368.849
49,7400.983,12086.028,15453.598
49,8658.173,3709.641,27618.489
49,9743.712,3015.026,42372.963
49,11501.997,13669.424,33469.77
49,11645.855,1148.896,66134.995
49,13031.394,11701.488,21311.461
49,14255.491,13882.646,17648.524
49,18022.414,13931.678,19152.107
49,20704.367,2693.842,19666.609
49,21958.151,13312.545,112060.864
49,22106.129,4023.938,16515.157
49,29302.47,5754.276,22805.788
49,30524.985,5391.422,10067.015
49,32261.016,3036.137,72014.942
49,32365.26,7183.17,34508.411
50,1951.987,13118.923,16205.095
50,2033.437,11524.152,4243.38
