"frame","x [nm]","y [nm]","intensity [photon]"
1489,26732.17499,5344.85155,425906.10624
1489,26984.70349,24167.76078,51323.10574
1489,31283.50777,14302.67074,154427.80553
1489,33217.68846,22812.25689,19386.31722
1489,37255.72187,12389.59721,188295.89344
1489,40143.68764,12918.39246,174512.01138
1489,43401.95071,2556.289,44687.27755
1489,50173.02203,21180.66386,512301.30702
1489,57434.31852,3817.71234,13604.37444
1490,3796.79952,7445.3028,26230.38563
1490,5716.15473,21464.45699,131363.18999
1490,5792.15046,23229.15947,26687.38259
1490,8556.21538,9128.92089,222822.53925
1490,10221.31811,23357.98602,13353.90043
1490,10526.42626,9493.67887,21000.55095
1490,16398.84954,14035.61197,6409.87166
1490,22137.0584,18694.50939,22885.29983
1490,27294.20631,5355.69498,18607.05113
1490,27320.69233,24894.36086,86002.14262
1490,33710.56336,22646.35951,7600.97504
1490,37375.0441,11436.4434,41659.40794
1490,39826.16344,13530.66823,166447.95774
1490,39969.97636,7026.72055,9728.07476
1490,42946.59829,2321.15937,53491.60359
1490,45094.3973,3193.09766,21842.9462
1490,50380.40555,21371.61596,597106.01518
1490,52580.30063,17780.42069,5055.81272
1491,1206.74043,15301.78284,10105.24833
1491,5337.58346,15928.96614,5314.17112
1491,5296.45137,23583.84724,26911.41596
1491,8862.32721,8993.67519,19373.68925
1491,10377.28141,24523.31451,21947.31994
1491,12633.89548,21471.0344,15277.1025
1491,13122.53485,6762.26519,10273.46319
1491,16850.32765,14541.49836,14422.36267
1491,17772.83908,22764.20429,339960.01333
1491,20859.79935,18963.71186,29879.46495
1491,22981.53216,21496.48687,19157.03053
1491,26698.69778,6219.12307,537136.72527
1491,38862.40249,10513.50155,7901.08219
1491,39338.12018,8136.57476,16303.46103
1491,39816.51829,13095.05334,85904.30277
1491,42898.35489,2186.02298,38481.28833
1491,50175.70353,21929.60921,408943.1585
1491,54751.75974,18999.9486,10965.51666
1491,57513.08509,9489.91356,44373.8778
1491,57600.29018,3776.04896,128010.82636
1492,2153.92211,23917.45862,5981.95179
1492,4884.18247,16166.36097,6436.11699
1492,9253.36013,8880.30668,37456.70701
1492,10202.81383,24399.19584,13181.0466
1492,10650.06136,9623.23371,25672.62051
1492,11527.4973,20860.16604,26123.74067
1492,16458.35839,14625.58736,7757.74287
1492,18221.93151,22496.49179,48299.77213
1492,20276.75261,18592.07343,42392.12183
1492,21546.40875,16885.74153,98826.48836
1492,23726.33631,23628.02947,23131.11278
1492,27003.3082,6843.78451,357532.34643
1492,30616.83391,13909.67592,41038.01839
1492,33616.92977,23075.61948,17249.30778
1492,39867.30751,13180.8753,93712.47314
1492,42745.02132,2198.19086,22910.67993
1492,49043.63788,3005.78003,15963.7357
1492,50075.28218,22117.07859,666211.19607
1492,51232.69287,6190.36777,17048.94005
1492,55088.49712,19391.08304,12759.261
1492,57325.91899,8960.21575,62630.94269
1492,57981.01002,3556.98906,29821.87162
1493,3619.076,15732.392,37468.08364
1493,4737.08197,23588.40187,129721.57172
1493,10129.03885,23917.9498,22893.67854
1493,10360.00922,9494.05305,12593.02271
1493,16911.78221,14016.78665,110677.53251
1493,18492.07586,22310.48106,291312.43743
1493,20561.72637,19038.729,140285.71227
1493,26868.50169,6473.02066,6862.90152
1493,30420.17995,13986.01174,63746.25231
1493,33422.13808,22952.47084,20767.13807
1493,40694.61761,14133.0214,164069.7227
1493,42439.48552,2031.89559,48416.48558
1493,49137.90153,3038.6298,54109.49885
1493,50322.65023,22383.19325,323152.90366
1493,51514.93577,5836.6416,26912.53538
1493,55463.11651,18855.91952,11750.5675
1493,56669.61377,7972.5287,43037.65395
1493,57857.7025,3494.22377,13636.67686
1494,1440.63702,15633.89851,14526.8556
1494,3718.72653,23743.80191,18185.70078
1494,8225.99965,7719.10844,59791.16366
1494,10326.09123,9827.27122,27547.46845
1494,11379.75438,5617.62344,46168.56854
1494,17227.66289,14289.33795,16386.72187
1494,19654.43072,18945.71148,99086.99454
1494,22541.01653,22708.0505,11775.2915
1494,26433.66588,6890.14371,356428.14824
1494,30256.10297,13940.7215,73937.22684
1494,34301.09273,23296.74667,6499.16818
1494,39790.71111,6771.94348,92648.82457
1494,40073.27545,13981.68268,199954.04558
1494,42810.37948,1686.6639,46177.17492
1494,48848.12652,4627.73236,143522.83282
1494,50582.00965,22200.31045,370045.65647
1494,52196.32385,5765.1102,22255.12841
1494,55354.02742,18574.12032,12555.30043
1494,57649.90937,3679.64575,20623.17055
1495,1812.17481,15942.54529,26114.97691
1495,3665.09888,13566.40456,6067.61093
1495,8190.81673,7153.33188,30499.77734
1495,10105.45541,10355.68152,23351.56501
1495,11078.8156,5591.55507,44839.25985
1495,17421.2738,14390.88214,17931.97492
1495,18789.91592,18711.97556,81501.64649
1495,18700.28398,22331.5653,331545.09235
1495,21496.69156,17884.71885,33024.32191
1495,23329.07619,23715.32747,16905.60403
1495,26416.33374,7768.87937,541159.20572
1495,27297.29132,20311.4587,8171.90551
1495,30768.63592,13507.77859,33822.91353
1495,34513.52784,23295.49763,19312.88795
1495,40144.22712,6477.67652,21523.26128
1495,40655.46301,14034.25597,191405.59844
1495,42772.35036,1877.44967,34590.67255
1495,44653.97816,11091.52588,16610.98118
1495,49732.48803,3751.60849,84313.5168
1495,50261.24183,21855.16132,462908.36995
1495,51639.51933,5685.49292,38661.82736
1495,54737.46185,18636.42564,8652.00347
1496,2013.04999,16106.30748,7002.26133
1496,4810.92728,20828.44533,8520.21415
1496,7555.35762,24588.85471,39615.67215
1496,8092.81128,20225.2419,7066.2524
1496,9465.34619,10612.25481,24353.88507
1496,9479.41392,24683.20251,16346.8804
1496,9816.36467,6691.72232,37415.93709
1496,10833.39192,4877.29572,31574.19787
1496,17473.96808,14273.33731,16953.8903
1496,18565.81294,18654.7074,95743.94902
1496,23741.26129,23599.44596,16734.25416
1496,26263.58643,7671.63469,832462.2126
1496,30507.93557,13373.81676,53616.44845
1496,34888.97072,23069.9649,13437.34151
1496,38312.04751,20460.01118,18272.26539
1496,40550.33864,13626.12638,173659.20506
1496,40946.49686,6494.17146,62718.13549
1496,42491.37434,2197.60009,40817.46248
1496,44747.93737,11110.16956,28484.22704
1496,50240.16218,3968.33728,40665.28913
1496,50742.52091,21773.01831,434816.40912
1496,52365.45636,5310.0156,283925.2326
1496,56697.19841,7925.62531,40337.19922
1496,57466.30211,2725.63928,9083.70692
1497,3379.38264,12351.36427,7449.92956
1497,4808.82218,20933.54448,16730.32402
1497,5932.38083,24730.27255,9376.61131
1497,7677.79579,24741.29953,27798.76195
1497,7796.72699,19982.93832,32016.58426
1497,9022.35105,7020.45598,25361.21311
1497,9222.13238,10878.87801,3498.58194
1497,11160.60708,5948.23014,46004.56944
1497,12836.90694,20827.66067,29074.62549
1497,17602.58199,14164.37091,21991.18057
1497,18664.37742,18710.41714,135301.97218
1497,24252.99938,24034.53514,213641.67931
1497,26749.63561,8113.74557,797692.36392
1497,31435.40182,13129.78087,62383.33595
1497,34615.88848,23130.21752,18437.67493
1497,38384.10742,21379.70355,9868.74209
1497,40065.34015,8741.81406,33637.03989
1497,41075.78666,13594.78513,185584.63428
1497,41934.46262,6001.08739,48788.98186
1497,42414.14105,1780.73032,27453.27736
1497,43981.0039,3220.15232,20261.01826
1497,46013.24481,12072.75328,20171.87893
1497,50271.81261,22041.80264,347931.50869
1497,50558.07814,4115.44479,77801.60965
1497,52504.81931,5229.77645,31222.03306
1497,57235.20278,7470.17579,66295.72677
1498,4626.06774,20913.53444,8813.31738
1498,8512.66681,6510.51221,22458.53215
1498,8558.87339,19435.29325,17962.76903
1498,12324.67923,6180.44314,287921.26938
1498,13431.41462,20330.70142,427927.85813
1498,17543.36527,14032.77427,21197.62547
1498,18656.46538,17800.24601,8943.64264
1498,26944.39267,7979.50351,388256.93586
1498,31108.9406,12988.12059,19595.30354
1498,34636.68224,23255.10289,21792.25377
1498,37440.53372,20567.219,15579.36875
1498,40155.8772,8261.2589,6959.24822
1498,41569.13104,14029.79108,131883.20689
1498,42385.89553,1597.53558,44641.49839
1498,44455.13139,1768.58481,18539.88757
1498,45947.99789,11410.66172,19868.10307
1498,50271.68512,22623.49665,604371.60903
1498,51114.79207,4685.36801,65722.79497
1498,52382.06912,6230.55921,39591.96818
1499,1288.30511,16859.24449,10135.72005
1499,4716.92238,21182.54405,10517.17229
1499,7996.65144,18658.04196,24606.19617
1499,13222.91582,21260.37014,28740.03906
1499,17348.43412,13906.52589,22424.55951
1499,18219.18262,17777.36463,51659.22048
1499,23072.84871,21521.00102,35775.96907
1499,26963.70522,9007.01711,493909.55374
1499,34545.75137,23423.03704,17535.62566
1499,35688.82712,18665.19596,9753.01321
1499,37782.35487,19783.21474,29345.26401
1499,38466.12761,10886.37244,28958.46473
1499,41415.3167,14149.22413,29455.03711
1499,42248.80493,1428.64967,43244.71617
1499,43327.43571,6848.37061,347670.75098
1499,45090.66703,1729.84153,18417.82925
1499,45675.62544,12525.48367,12693.58971
1499,50549.12134,22677.05331,514895.09071
1499,50616.25956,4323.52435,49465.60323
1499,52281.91276,5911.25731,41445.68266
1499,56910.51098,16854.18228,132179.51546
1500,8682.4625,19022.46333,27489.12683
1500,12271.26118,22058.89669,36093.15156
1500,17158.00546,13854.06886,23132.84769
1500,17902.47191,17630.40015,369215.69294
1500,23596.54929,20302.98795,46024.70173
1500,27390.59963,9550.96493,318745.64375
1500,34550.07359,23716.85896,12437.55676
1500,38773.68613,9946.0032,31089.55768
1500,42555.17896,1636.17674,45168.44791
1500,43384.27766,7212.69094,32298.83996
1500,45015.04931,1724.88933,16485.86129
1500,50500.57204,22560.38093,705042.59115
1500,50665.10861,3902.18167,85108.57158
1500,53076.09362,5889.54907,46170.0463
1500,56907.56166,17285.38831,8710.71592
1501,8814.57803,18590.94342,26957.05635
1501,11660.51032,21763.27218,27556.61557
1501,13371.28227,20555.04814,29616.51853
1501,17055.41363,13910.58986,155820.70168
1501,17455.96159,17740.1676,270462.42673
1501,21098.23757,5156.42211,37836.67431
1501,22452.94637,20278.01309,35426.09569
1501,27534.42572,9270.8126,510520.94065
1501,34683.00832,23865.63036,15239.30126
1501,42038.33499,13310.87161,31017.17345
1501,42303.07912,1638.00579,26166.66596
1501,43577.47489,7955.00459,4716.72397
1501,48111.04806,20207.60999,17494.82
1501,50485.1933,3557.50926,96212.27415
1501,50566.86686,22713.38239,736621.02073
1501,53555.80219,6488.39522,342568.26972
1502,9552.03654,19097.65475,60000.065
1502,10930.71642,22019.50514,12503.13153
1502,14025.76154,19960.08889,10734.43347
1502,18211.03415,20669.07769,237579.118
1502,21294.54841,4142.84477,51724.76992
1502,23267.33223,19608.56817,43337.47958
1502,27399.57771,9424.1319,503183.06755
1502,34469.64081,23872.8174,23693.38671
1502,39911.01971,10406.25364,23687.6067
1502,40535.94954,7863.22371,38192.56132
1502,41178.72496,6294.58501,11319.25102
1502,42435.76251,1673.45028,193808.27643
1502,43855.52711,9130.21443,32324.77524
1502,47057.35659,12404.15747,28752.26765
1502,49655.26972,17723.13883,45075.2363
1502,50247.56354,22860.84656,677295.60441
1502,50383.36211,2604.25881,95339.92781
1502,56833.21198,17706.42023,14663.51846
1503,11683.77965,21602.75146,32285.27677
1503,17168.25408,13997.97937,5040.20579
1503,18351.64809,19730.85458,79197.60888
1503,22221.19453,19273.97325,88975.53143
1503,27423.86752,9509.28521,440275.4033
1503,34842.92609,23783.51218,10165.49192
1503,40665.77846,8664.57729,46150.42086
1503,41564.15404,6895.38616,9780.351
1503,41717.07343,1890.11022,30942.74219
1503,43969.80012,1090.51259,17022.62242
1503,44084.47339,8791.0724,24514.03078
1503,50143.96705,16783.4941,27733.88977
1503,50862.83339,23821.23938,749549.45591
1503,51127.8685,2147.18428,53265.2081
1503,56963.67073,17682.69132,20252.16768
1504,2565.22727,14380.89258,16237.45045
1504,17095.98323,14106.81418,11112.9906
1504,17770.25449,19111.3013,52632.25859
1504,22197.31942,19796.99878,106039.99388
1504,27418.20426,9551.82207,650663.30296
1504,41627.07104,2057.44949,43859.83818
1504,41577.04734,8546.40195,18312.42226
1504,42060.20173,6349.09314,32563.23839
1504,43127.79163,8460.96444,54669.3241
1504,46148.82615,20080.09359,18728.62559
1504,50134.49411,16588.18169,60178.5341
1504,50862.1655,23766.54249,759539.93553
1504,52123.0019,1858.64962,76533.16313
1504,58157.92276,18970.00931,14075.09695
1505,6302.71092,22525.58022,10086.85894
1505,10837.20824,11805.16668,36922.48128
1505,13689.49933,21562.52059,15910.6438
1505,18107.99408,19812.24974,4635.65384
1505,25014.95734,11034.6685,38290.55767
1505,26493.29546,18539.55279,8581.81256
1505,27464.38017,9833.83944,571019.01954
1505,35195.587,23774.36337,34988.69311
1505,39701.76244,11563.06943,25087.72323
1505,41209.58402,8584.92031,9255.69459
1505,41649.04319,5797.76433,28038.33504
1505,42040.44061,1772.03457,46794.14171
1505,42774.3229,13027.92906,207134.30547
1505,43196.10812,7733.38606,10265.97413
1505,46601.74237,19144.98251,13915.63904
1505,50383.73042,17274.15673,43664.81123
1505,50668.74733,23352.48131,810637.32806
1505,53363.1517,1952.66525,80395.56041
1506,7965.19743,19611.12053,20580.49358
1506,9396.82332,2853.01499,29778.4243
1506,10976.28142,11992.31041,14223.35332
1506,11711.71936,6244.64671,7163.13771
1506,13566.82072,22048.32959,51547.08711
1506,23720.58149,10429.91014,42702.58912
1506,27055.13627,12198.74585,10017.5393
1506,27791.51994,9468.36887,748608.32615
1506,34010.01148,14562.94631,7873.03317
1506,35265.16234,23639.40739,8793.6946
1506,39726.69685,12150.09622,162613.05001
1506,41836.26121,1779.62428,42644.23908
1506,42023.16315,21757.00795,8105.20281
1506,43010.91129,14058.70601,102217.1411
1506,43208.97029,8742.8942,18989.36597
1506,46514.96338,19116.6072,14583.03104
1506,48033.51732,13578.16066,11998.76537
1506,50054.69817,23391.79077,802098.75998
1506,50390.55593,2998.28906,66426.11879
1506,53180.98981,2006.80178,54451.75619
1507,8305.99354,19517.05067,20928.66291
1507,9808.39135,2056.94913,33271.445
1507,11167.22354,12267.2958,19927.77807
1507,11440.37565,6339.6347,210240.73547
1507,13657.87382,20942.53784,33882.12611
1507,16887.17699,13973.21456,6483.08084
1507,24658.93721,9589.637,250319.80901
1507,28387.19711,8759.44144,368267.34835
1507,35267.3649,24032.5804,16960.1587
1507,41109.3875,1722.57665,46663.28387
1507,42757.32822,13880.90721,100032.66927
1507,43280.48312,7533.26756,38741.47895
1507,46771.0211,18200.40318,13830.90535
1507,47060.21498,13630.82345,33861.71478
1507,49580.55217,23435.76928,964551.01914
1507,50847.24062,3118.30279,30576.45514
1507,52377.21864,12164.66635,4456.55548
1507,53507.33584,1750.69702,75087.50086
1508,1565.4115,15273.48088,3676.49132
1508,8015.06774,18308.3227,25644.77542
1508,11398.50967,12080.71825,35169.71871
1508,12494.15471,23573.24713,23338.00875
1508,13340.63199,19826.40758,31205.84339
1508,17362.91625,14188.67222,13929.68838
1508,22116.24651,24494.52862,14766.13444
1508,25304.73037,16399.43222,8995.70133
1508,28078.91958,12503.47596,31317.74988
1508,28632.19522,8654.08532,25973.74182
1508,35071.69886,23418.23993,16853.88927
1508,41768.5352,2006.4137,46099.99404
1508,42781.80844,14382.54234,47559.92638
1508,43254.47768,7820.15753,50497.16719
1508,47027.04647,19040.20318,16480.67908
1508,49798.05879,23977.26628,821384.25751
1508,50829.98473,2874.71524,40412.94566
1508,53394.66745,1403.03001,9737.27745
1509,1134.38325,14946.87153,4052.03248
1509,2453.37719,7435.06672,21666.167
1509,6056.46903,21217.54813,8288.31143
1509,8592.88625,18433.66672,18946.99187
1509,10643.89738,6823.30492,48283.53935
1509,11110.87604,22450.34933,24456.19127
1509,11365.19471,12112.79018,2403.10019
1509,12922.90224,19495.95228,14578.32898
1509,12949.06396,22121.57835,39033.51841
1509,17320.49127,14081.57001,21388.75525
1509,21560.86007,23571.36165,16225.49329
1509,27939.64594,12573.52668,29301.82061
1509,28638.91333,8095.97841,548075.33078
1509,41961.47086,2402.54355,43712.05799
1509,42784.57532,8552.71638,27277.10025
1509,42855.94281,14279.49417,27448.14113
1509,45444.45434,8786.57709,29111.25168
1509,47732.34467,19612.69387,6608.96526
1509,49316.22982,23942.86946,615635.99642
1509,50966.82421,2754.93553,38774.64142
1509,53748.78937,1550.75588,50867.44876
1510,1413.51509,14918.27116,14143.51269
1510,2548.96393,13105.40357,7994.20931
1510,6176.14693,21115.30027,11880.01199
1510,10921.47871,6748.90781,58999.37543
1510,11752.62349,11553.94999,14544.85458
1510,13064.61365,19490.70608,224532.17276
1510,13558.47167,21418.19864,7307.71772
1510,17515.587,13814.47942,20730.22226
1510,24279.6718,21386.40974,21314.95567
1510,26756.3404,9238.35335,6531.70303
1510,28237.96655,12072.66445,27123.4898
1510,28575.2417,8383.35875,3594.28928
1510,29869.23809,8039.28079,86019.6934
1510,41625.80122,2323.55941,49208.10051
1510,41953.6574,8272.43567,28344.61282
1510,43306.86417,7349.15909,13665.25115
1510,43667.99595,13671.14327,6848.03006
1510,46198.00147,12750.65318,147532.39631
1510,48460.44367,19618.59164,12636.7978
1510,49122.32553,22214.31358,388962.3395
1510,49528.6085,24074.03595,310848.37837
1510,50176.83131,22140.86892,8628.96149
1510,51281.10202,2680.39137,41014.43063
1510,51316.88007,22985.73233,13952.37271
1510,54033.39044,2284.92065,44250.60755
1510,56277.17128,1983.52857,16536.10194
1511,1442.71182,5382.09331,261005.00045
1511,6432.68044,21594.79902,9059.38997
1511,7844.54567,19053.47997,146227.88733
1511,10478.01101,2667.69024,27907.25534
1511,11232.11129,6668.79222,39475.95393
1511,11415.74142,11617.76903,15446.74439
1511,12211.79872,20058.56484,13595.75927
1511,17977.0807,14426.0729,6321.56419
1511,23952.73627,21265.32034,27231.79502
1511,24104.02343,17912.71536,6881.19134
1511,26288.28004,10279.76127,31093.50216
1511,27950.2199,7659.609,359468.40792
1511,28237.68614,12331.90554,32464.13881
1511,41612.89694,2330.99405,30839.27027
1511,44403.26478,7478.31834,2214.68466
1511,48047.35964,23031.28332,13676.34494
1511,48027.35863,19211.82305,7755.78957
1511,48467.11657,12994.67817,7026.45527
1511,49880.57045,23233.88246,59762.29504
1511,51150.92396,2386.36339,41562.60924
1511,54028.72511,2785.22183,25968.26705
1511,56026.59808,1890.02866,27548.8871
1512,3229.06759,23818.89141,16490.68942
1512,4993.45019,15135.39722,9324.46315
1512,7492.78049,19957.55181,248667.61312
1512,9678.43189,1755.46106,6163.27945
1512,11192.13613,12528.91375,22124.00308
1512,12297.49428,5980.40773,6326.46967
1512,14827.04206,4594.98596,378581.86163
1512,19058.27585,10257.86193,39202.18317
1512,23693.10531,21640.75748,19701.35029
1512,24535.31918,17976.98276,23010.28922
1512,27317.32514,9947.66283,17446.68174
1512,27622.22351,7039.54349,69196.43524
1512,28815.21138,12862.32183,31859.28809
1512,41429.23027,1840.22945,230195.49447
1512,42348.27101,8241.93494,45302.32496
1512,42782.01053,13058.58728,36208.78554
1512,46051.82925,14262.272,3077.01757
1512,48429.38748,12840.16491,14904.89688
1512,50841.4698,2199.01516,25948.24973
1512,54013.90948,3259.18103,69657.95746
1512,56298.0296,1371.45479,17959.45602
1513,11060.44222,12916.2877,24341.05796
1513,12197.7911,6252.00982,21868.18017
1513,15358.72708,4459.68346,200682.36415
1513,19587.38097,9973.28762,73512.78469
1513,20900.45022,24304.61968,37886.10671
1513,21939.69465,19863.34511,57989.65541
1513,24123.35138,22250.53084,3629.04362
1513,24265.81106,18048.12406,84328.3624
1513,27073.79366,7728.71665,131727.31021
1513,28742.05141,12989.6617,4192.40076
1513,39681.32374,6790.37007,5524.53832
1513,41411.22685,1558.28405,34752.21953
1513,41828.39726,8801.41903,33280.35703
1513,45228.17965,6483.67692,9279.27137
1513,46276.35201,1934.81726,30386.93891
1513,47980.85645,12961.7477,14071.17265
1513,51343.85306,2059.94605,20650.09156
1513,53373.89536,12456.16436,11258.77613
1514,5987.45313,15707.61124,28316.83018
1514,6318.97945,20559.36178,8884.44805
1514,10891.14491,13151.14352,21044.80452
1514,15381.96333,21474.82504,8532.08034
1514,15641.86235,4109.28028,32649.07112
1514,20386.54449,23153.75866,29355.13027
1514,22149.60173,19520.38984,45056.46667
1514,24182.11005,17912.71239,5305.57956
1514,26520.33511,9433.62382,4453.95151
1514,27075.20208,7553.70701,609409.10007
1514,42022.19598,1670.59545,278197.52192
1514,42196.18449,9267.07378,15209.05041
1514,45017.19518,6827.74909,22608.07455
1514,48299.94948,12584.73711,17439.16326
1514,51065.18351,1745.56972,35143.79414
1514,53834.69716,2580.08958,21454.99258
1514,53799.96105,13429.40914,29674.97739
1514,55166.37041,1145.00992,21228.21532
1514,57075.10843,20585.42441,17297.72216
1515,1383.20228,5685.44113,26437.15082
1515,1349.86547,20607.93575,17846.98758
1515,6043.24017,16214.09355,10468.43866
1515,6498.26976,21782.27265,17472.23021
1515,11186.68028,13244.0204,10571.46906
1515,14561.90453,21106.72332,5179.74707
1515,16174.48278,4216.14348,52542.56571
1515,20580.8147,23014.31134,21784.00741
1515,22024.75666,18968.64475,12327.74858
1515,26567.02434,7465.17777,350170.73918
1515,26709.85263,8944.26479,38225.44228
1515,37057.00088,17556.23092,19371.20429
1515,37840.6276,13324.43034,13471.03244
1515,41804.66146,1648.28585,8466.03604
1515,42784.13083,10537.33475,31704.65702
1515,44935.67172,8111.27204,18472.88314
1515,48277.68373,12895.29769,15028.55925
1515,50093.09932,15251.44396,34369.36249
1515,51455.51662,1842.82746,42469.88259
1515,53957.46877,3647.47893,22028.55172
1515,54592.23814,13842.58759,12932.42895
1515,55220.08194,1206.66648,29339.20678
1515,57020.03071,20330.54934,6938.38625
1515,60726.62354,14417.02079,16648.14208
1516,6403.07529,23147.94581,14424.78264
1516,11889.94336,19927.5183,167070.95069
1516,12769.05424,1281.43011,12682.45011
1516,13932.51957,20742.255,4663.01784
1516,22465.35859,18441.41074,44634.59251
1516,23037.06095,21488.43304,3926.45625
1516,27343.89038,7776.09685,297030.29019
1516,29091.88885,14701.26052,169979.31214
1516,38081.45959,13936.22835,18471.5545
1516,40236.91111,6889.61674,249092.62184
1516,42041.64909,1435.59501,20736.83988
1516,42613.81641,22997.59142,6688.19191
1516,45121.16937,7738.46698,11426.79509
1516,48835.60395,13321.24098,21478.5736
1516,50065.93048,15490.0573,14090.21558
1516,51004.20401,1960.77501,37772.94009
1516,53979.87408,3752.02374,63270.75606
1516,54679.97473,13554.20086,13686.66159
1516,60944.6535,14509.69882,7633.67209
1517,2527.15473,19754.47509,24364.27032
1517,6729.99471,24343.236,19038.35945
1517,11006.18607,13228.07029,17091.25786
1517,13680.76822,19824.81388,128175.17752
1517,17036.7471,3128.30548,13917.45457
1517,21852.89481,20654.29986,13706.25902
1517,22027.51372,18502.92722,60120.98822
1517,26881.35433,7353.00458,605822.22961
1517,28823.31363,19014.89526,29607.83289
1517,36442.33584,18054.11066,8268.03013
1517,40568.00785,7189.50308,5687.58067
1517,43907.96536,13334.64533,12846.97867
1517,46338.12878,7177.90016,9813.62267
1517,51216.53214,1813.93232,40669.3293
1517,53914.69159,2955.96715,63108.46172
1517,56739.22902,20184.86601,106226.32045
1518,1343.9012,3830.62706,48911.65071
1518,11258.10665,13004.96447,9537.84639
1518,12224.23927,5435.99648,355301.87622
1518,12385.95466,20079.74663,148480.30715
1518,13820.62415,19715.28206,37991.20262
1518,14883.63021,3055.84979,68982.78017
1518,18651.38727,13924.46113,23888.37496
1518,21210.37788,18268.94294,66298.46035
1518,21969.6409,20260.90225,22704.15948
1518,27793.54685,4097.22673,275955.21242
1518,27996.92213,7778.93244,617555.6972
1518,27880.57361,18682.44543,32929.18312
1518,36189.22707,18313.16413,14181.53958
1518,43784.90146,24880.49064,11162.93873
1518,48233.94058,13183.73345,9509.2695
1518,49422.29863,24729.77487,33479.84336
1518,51454.84539,1740.59109,26981.45617
1518,61520.29592,13739.99895,8192.8304
1519,1282.28783,3885.20495,36502.51415
1519,1173.52181,15664.55797,7978.92198
1519,8038.69373,24059.01609,21960.77992
1519,11514.93778,5061.33006,558862.22625
1519,13192.59579,19960.12735,234856.90753
1519,14693.2038,2490.04727,35625.55756
1519,21748.1745,17389.32432,83339.41545
1519,21746.99421,19965.10859,19673.59164
1519,25434.19203,24750.44343,37793.25424
1519,27397.43633,8252.64613,367665.63815
1519,28088.38384,17670.87346,33239.36538
1519,28255.55441,4842.89428,38884.42062
1519,36786.22029,16773.92254,38325.37221
1519,43948.53594,24192.87241,18398.51758
1519,44376.67379,13296.66527,59840.94677
1519,45676.51489,6523.8699,5394.06575
1519,48028.89476,24839.31217,48165.95347
1519,48515.55397,13405.22479,17937.8124
1519,49169.45684,16291.94727,4160.0236
1519,49370.53223,24629.16372,286497.7715
1519,51657.54141,1627.6911,6931.04114
1519,53360.54545,3918.1304,125633.10261
1519,54518.45122,2627.99589,20881.65436
1520,1451.39716,16016.08979,12223.20048
1520,1679.50753,3625.10073,24383.40833
1520,2751.66481,17512.05687,7278.08313
1520,12071.96408,5123.97521,110262.32277
1520,13103.78206,19717.24711,32765.69646
1520,13631.04162,6662.90303,49635.84645
1520,21202.44065,16367.73278,432088.52751
1520,27588.31594,8020.6015,397232.13567
1520,28533.23641,17811.14433,27795.98147
1520,28796.21668,5875.57228,6374.49475
1520,36716.30163,17942.63717,14637.15788
1520,40013.2775,6840.82377,112907.22277
1520,44102.28489,12811.1145,78718.62769
1520,49130.47296,12802.77936,22089.95468
1520,49860.86499,16400.98745,73881.03793
1520,50573.02734,23933.40046,30032.26053
1521,2480.66572,3075.98164,5085.65729
1521,7460.44211,24283.71635,21230.91127
1521,12913.11783,5290.65768,140816.14994
1521,13048.7243,20654.22771,37527.34768
1521,22154.9309,19506.81372,8544.60188
1521,27895.51295,8298.11222,706657.58533
1521,28715.38686,17087.37773,26956.03343
1521,43902.18553,14069.58877,13546.96312
1521,45787.28415,3096.48574,19220.83536
1521,48797.84681,23827.89369,310676.77923
1521,49196.57766,11855.47904,20837.56624
1521,49826.18259,16442.61018,30896.81142
1521,50684.15999,22842.38757,335183.26319
1521,53874.15649,4881.54979,54916.39948
1521,56842.47846,20681.3268,7413.63337
1522,1309.38072,15966.80334,17584.78851
1522,1560.55643,3372.77775,113635.73951
1522,13417.08665,20875.06549,26189.6154
1522,13979.71632,5513.53388,67683.96125
1522,18853.20359,9854.59312,79119.33188
1522,21602.02246,17900.25223,14017.78295
1522,22584.05303,20283.60801,219992.95089
1522,28236.65321,8650.75142,112286.62371
1522,29052.48658,16264.3246,115751.03616
1522,44396.52483,13305.76383,2001.31153
1522,45745.95563,2361.10358,17709.67948
1522,45936.91001,3795.36059,119891.77827
1522,49288.99339,21408.03193,19573.89156
1522,49809.83039,23131.49029,443129.93751
1522,49962.72715,16633.52584,34963.12665
1522,50587.66668,21302.70231,1983.91349
1522,53863.29934,4675.15413,62837.90309
1522,54714.55796,10478.50371,9950.45176
1523,1554.16679,2628.09971,286642.5995
1523,1385.22697,15740.36303,48399.80287
1523,2925.83232,17356.20469,15298.94959
1523,13202.62802,19794.31603,3836.27299
1523,14023.12235,5847.40268,20337.15326
1523,18081.52454,9252.20176,66387.21473
1523,21070.14392,17922.02872,2542.02224
1523,29076.73518,8301.47482,632071.85753
1523,44229.77963,14123.47681,143975.85621
1523,49532.91668,11161.17266,42956.53099
1523,49570.49458,22839.57222,257273.33455
1523,50575.8575,16274.87001,29076.80304
1523,53822.0899,4999.06979,61867.08133
1523,57446.64927,20596.51263,8680.35975
1524,2031.59396,17516.47919,173219.70076
1524,3197.48333,19413.51043,20948.868
1524,7091.5614,24574.83091,28121.78179
1524,12986.43497,19517.39682,274755.27462
1524,14734.98221,4938.20513,16984.85746
1524,17458.65115,9175.43911,54104.46985
