6350.352941,7055.705882
5159.705882,5714.352941
5613.235294,3068.764706
4919.058824,1348.058824
5342.803922,338.7843137
2121.803922,425.0196078
5243.117647,2471.627451
5758.980392,6049.784314
3398.980392,4942.509804
7173.980392,2656.235294
5713.156863,2023.901961
3865.764706,5233.235294
4121.156863,1191.352941
6450.745098,1942.294118
6223.156863,1989.666667
1594.960784,1922.686275
4757.607843,3618.843137
2738.196078,6297.529412
4470.289043,4244.820977
6935.411765,2168.196078
5734,5688.862745
2958.686275,4417.117647
4134.215686,5873.784314
7021.823529,989.7254902
4386.817409,3551.265098
1273.235294,6049.529412
2438.137255,4035.176471
5275.156863,5619.72549
3425.627451,666.0196078
1254.039216,6210.019608
4132.647059,7464.588235
776.9019608,3145.823529
3220.568627,6854.72549
1099.666667,1172.196078
4259.745098,1220.627451
6380.705882,4797.745098
3182.784314,672.745098
1844.54902,1010.372549
1401.039216,1959.058824
3211.823529,435.0196078
3823.330242,3687.10639
2574.960784,6826.54902
2832.960784,845.3921569
5815.901961,3028.470588
1873.862745,3049.137255
4420.666667,531.4117647
1781.764706,2774.039216
4988.235294,5614.431373
5556.235294,1527.607843
5212.137255,1401.647059
7062.901961,5919.372549
3775.180669,3399.734072
3924.913449,3863.838185
6238.117647,5935.254902
6163.156863,4124.901961
6613.45098,4289.352941
1591.372549,2260.45098
3668.764706,1878.392157
6287.784314,1539.078431
1712.784314,1325.098039
1805.156863,3292.039216
2388.352941,7013.254902
3252.666667,1430.254902
3311.647059,969.8823529
1989.745098,3048.686275
4562.431373,1976.196078
4592.156863,5434.921569
2273.196078,2497.745098
3197.614348,3923.191511
6028.156863,303.4117647
7241.490196,4114.705882
2568.098039,5225.803922
6710.392157,2676.901961
386.0392157,5688.392157
4747.176471,6467.235294
